cell,suite,dataset,model,instance_idx,completion_chars,n_images,judge_model,on_task,garbled,cannot_evaluate,reason
ii_bench:model=qwen_qwen3.5-flash-02-23,modal_phase1c_n50_mmext,ii_bench,qwen/qwen3.5-flash-02-23,1,91,1,x-ai/grok-4.1-fast,False,False,False,Explains comic but ignores instruction to select and reply with single letter.
ii_bench:model=qwen_qwen3.5-flash-02-23,modal_phase1c_n50_mmext,ii_bench,qwen/qwen3.5-flash-02-23,2,79,1,x-ai/grok-4.1-fast,True,False,False,"Response starts describing image cups relevant to symbolism, engaging task before truncation."
ii_bench:model=meta-llama_llama-4-scout,modal_phase1c_n50_mmext,ii_bench,meta-llama/llama-4-scout,0,68,1,x-ai/grok-4.1-fast,True,False,False,"Response engages meme's humor and comment, attempting task analysis despite truncation."
ii_bench:model=meta-llama_llama-4-scout,modal_phase1c_n50_mmext,ii_bench,meta-llama/llama-4-scout,1,24,1,x-ai/grok-4.1-fast,True,False,False,"Response selects option D, directly engaging the multiple-choice task."
ii_bench:model=meta-llama_llama-4-scout,modal_phase1c_n50_mmext,ii_bench,meta-llama/llama-4-scout,2,2,1,x-ai/grok-4.1-fast,True,False,False,"Response provides single letter 'E' as instructed, engaging the prompt's selection task."
infochartqa:model=google_gemma-3-12b-it,modal_phase1c_n50_mmext,infochartqa,google/gemma-3-12b-it,0,5,1,x-ai/grok-4.1-fast,True,False,False,"Response outputs a numerical average value, directly engaging the chart analysis task."
infochartqa:model=google_gemma-3-12b-it,modal_phase1c_n50_mmext,infochartqa,google/gemma-3-12b-it,1,8,1,x-ai/grok-4.1-fast,True,False,False,"Short response outputs chart value, attempting to identify minimum-displaying node."
infochartqa:model=google_gemma-3-12b-it,modal_phase1c_n50_mmext,infochartqa,google/gemma-3-12b-it,2,3,1,x-ai/grok-4.1-fast,True,False,False,Response 'Yes' directly engages the yes/no prompt instruction.
ii_bench:model=qwen_qwen3-vl-32b-instruct,modal_phase1c_n50_mmext,ii_bench,qwen/qwen3-vl-32b-instruct,0,1,1,x-ai/grok-4.1-fast,True,False,False,"Response selects single letter C as instructed, engaging the multiple-choice task."
ii_bench:model=qwen_qwen3-vl-32b-instruct,modal_phase1c_n50_mmext,ii_bench,qwen/qwen3-vl-32b-instruct,1,1,1,x-ai/grok-4.1-fast,True,False,False,Single letter 'B' directly engages multiple-choice task as instructed.
ii_bench:model=qwen_qwen3-vl-32b-instruct,modal_phase1c_n50_mmext,ii_bench,qwen/qwen3-vl-32b-instruct,2,1,1,x-ai/grok-4.1-fast,True,False,False,"Response selects single letter E as instructed, engaging prompt and image."
yesbut:model=amazon_nova-pro-v1,modal_phase1c_n50_mmext,yesbut,amazon/nova-pro-v1,0,270,1,x-ai/grok-4.1-fast,True,False,False,"Response clearly explains the image's satirical irony of anti-capitalist hypocrisy, directly engaging the prompt."
yesbut:model=amazon_nova-pro-v1,modal_phase1c_n50_mmext,yesbut,amazon/nova-pro-v1,1,329,1,x-ai/grok-4.1-fast,True,False,False,"Response directly explains why image is satirical, engaging prompt and image content."
yesbut:model=amazon_nova-pro-v1,modal_phase1c_n50_mmext,yesbut,amazon/nova-pro-v1,2,327,1,x-ai/grok-4.1-fast,True,False,False,"Response directly explains why image is funny/satirical, referencing key elements."
yesbut:model=z-ai_glm-4.6v,modal_phase1c_n50_mmext,yesbut,z-ai/glm-4.6v,0,50,1,x-ai/grok-4.1-fast,True,False,False,"Starts explaining satire via contrast, engaging image/prompt; mid-sentence truncation with meaningful content."
yesbut:model=z-ai_glm-4.6v,modal_phase1c_n50_mmext,yesbut,z-ai/glm-4.6v,1,21,1,x-ai/grok-4.1-fast,True,True,False,Truncated mid-sentence before meaningful explanation of humor.
rebus_puzzle:model=x-ai_grok-4.20,modal_phase1c_n50_mmext,rebus_puzzle,x-ai/grok-4.20,0,518,1,x-ai/grok-4.1-fast,True,False,False,Valid JSON response solves rebus puzzle with answer and detailed reasoning engaging image content.
rebus_puzzle:model=x-ai_grok-4.20,modal_phase1c_n50_mmext,rebus_puzzle,x-ai/grok-4.20,1,417,1,x-ai/grok-4.1-fast,True,False,False,Valid JSON with answer and reasoning engaging the rebus puzzle image and prompt.
rebus_puzzle:model=x-ai_grok-4.20,modal_phase1c_n50_mmext,rebus_puzzle,x-ai/grok-4.20,2,396,1,x-ai/grok-4.1-fast,True,False,False,Response is valid JSON engaging rebus puzzle with answer and detailed reasoning from image.
yesbut:model=mistralai_pixtral-large-2411,modal_phase1c_n50_mmext,yesbut,mistralai/pixtral-large-2411,0,484,1,x-ai/grok-4.1-fast,True,False,False,Response directly explains the image's satirical irony of anti-capitalist using capitalist products.
yesbut:model=mistralai_pixtral-large-2411,modal_phase1c_n50_mmext,yesbut,mistralai/pixtral-large-2411,1,110,1,x-ai/grok-4.1-fast,True,False,False,"Response explains satire by noting contradiction in 'Beauty is inside' phrase, directly engaging prompt and image."
yesbut:model=mistralai_pixtral-large-2411,modal_phase1c_n50_mmext,yesbut,mistralai/pixtral-large-2411,2,150,1,x-ai/grok-4.1-fast,True,False,False,Response engages prompt by explaining image's satirical element on clothing fit.
ii_bench:model=mistralai_mistral-large-2512,modal_phase1c_n50_mmext,ii_bench,mistralai/mistral-large-2512,0,1,1,x-ai/grok-4.1-fast,True,False,False,"Response selects single letter A, directly engaging the multiple-choice task."
ii_bench:model=mistralai_mistral-large-2512,modal_phase1c_n50_mmext,ii_bench,mistralai/mistral-large-2512,1,1,1,x-ai/grok-4.1-fast,True,False,False,"Response selects 'B', directly answering the multiple-choice prompt as instructed."
ii_bench:model=mistralai_mistral-large-2512,modal_phase1c_n50_mmext,ii_bench,mistralai/mistral-large-2512,2,1,1,x-ai/grok-4.1-fast,True,False,False,"Response selects single letter A, directly engaging the multiple-choice task."
artinsight:model=moonshotai_kimi-k2.5,modal_phase1c_n50_mmext,artinsight,moonshotai/kimi-k2.5,0,1973,1,x-ai/grok-4.1-fast,True,False,False,Detailed factual description of artwork matches prompt's descriptive task.
artinsight:model=moonshotai_kimi-k2.5,modal_phase1c_n50_mmext,artinsight,moonshotai/kimi-k2.5,1,2680,1,x-ai/grok-4.1-fast,True,False,False,Detailed factual description in paragraphs matches prompt's requirements for artwork analysis.
artinsight:model=moonshotai_kimi-k2.5,modal_phase1c_n50_mmext,artinsight,moonshotai/kimi-k2.5,2,2447,1,x-ai/grok-4.1-fast,True,False,False,"Detailed, factual, neutral description of artwork's elements, colors, textures, and composition in paragraphs."
puzzleworld:model=meta-llama_llama-4-maverick,modal_phase1c_n50_mmext,puzzleworld,meta-llama/llama-4-maverick,0,3766,0,x-ai/grok-4.1-fast,True,False,False,Response provides step-by-step puzzle solving with letter extraction and themed answer.
puzzleworld:model=meta-llama_llama-4-maverick,modal_phase1c_n50_mmext,puzzleworld,meta-llama/llama-4-maverick,1,4157,0,x-ai/grok-4.1-fast,True,False,False,Response provides step-by-step solving attempts and ends with required Answer format.
puzzleworld:model=meta-llama_llama-4-maverick,modal_phase1c_n50_mmext,puzzleworld,meta-llama/llama-4-maverick,2,4843,0,x-ai/grok-4.1-fast,True,False,False,"Response engages puzzle-solving with steps, image analysis, and required Answer format."
puzzleworld:model=openai_gpt-4o-mini,modal_phase1c_n50_mmext,puzzleworld,openai/gpt-4o-mini,0,2860,0,x-ai/grok-4.1-fast,True,False,False,"Intelligible step-by-step puzzle-solving attempt using title and flavor text, ends with formatted answer."
puzzleworld:model=openai_gpt-4o-mini,modal_phase1c_n50_mmext,puzzleworld,openai/gpt-4o-mini,1,1842,0,x-ai/grok-4.1-fast,True,False,False,"Provides step-by-step reasoning and ends with required Answer format, engaging puzzle-solving task."
puzzleworld:model=openai_gpt-4o-mini,modal_phase1c_n50_mmext,puzzleworld,openai/gpt-4o-mini,2,2143,0,x-ai/grok-4.1-fast,True,False,False,"Response provides step-by-step puzzle-solving attempt with final Answer, engaging prompt despite no images."
irfl:model=qwen_qwen3-vl-8b-instruct,modal_phase1c_n50_mmext,irfl,qwen/qwen3-vl-8b-instruct,0,1,4,x-ai/grok-4.1-fast,True,False,False,"Response selects 'A', directly engaging the image selection task."
irfl:model=qwen_qwen3-vl-8b-instruct,modal_phase1c_n50_mmext,irfl,qwen/qwen3-vl-8b-instruct,1,1,4,x-ai/grok-4.1-fast,True,False,False,"Response selects 'D', directly engaging the image choice task."
irfl:model=qwen_qwen3-vl-8b-instruct,modal_phase1c_n50_mmext,irfl,qwen/qwen3-vl-8b-instruct,2,1,4,x-ai/grok-4.1-fast,True,False,False,"Response provides single letter 'D' as instructed, engaging image selection task."
yesbut:model=meta-llama_llama-4-maverick,modal_phase1c_n50_mmext,yesbut,meta-llama/llama-4-maverick,0,532,1,x-ai/grok-4.1-fast,True,False,False,"Response directly explains image's satirical irony, engaging prompt fully."
yesbut:model=meta-llama_llama-4-maverick,modal_phase1c_n50_mmext,yesbut,meta-llama/llama-4-maverick,1,681,1,x-ai/grok-4.1-fast,True,False,False,"Response intelligibly explains image's satirical irony, directly engaging the prompt."
yesbut:model=meta-llama_llama-4-maverick,modal_phase1c_n50_mmext,yesbut,meta-llama/llama-4-maverick,2,751,1,x-ai/grok-4.1-fast,True,False,False,"Response intelligibly explains image's humor, directly engaging prompt and visual elements."
banner_request_400:model=xiaomi_mimo-v2-omni,modal_phase1c_n50_mmext,banner_request_400,xiaomi/mimo-v2-omni,0,1950,1,x-ai/grok-4.1-fast,True,False,False,Response is valid JSON blueprint matching prompt schema and banner request elements.
banner_request_400:model=xiaomi_mimo-v2-omni,modal_phase1c_n50_mmext,banner_request_400,xiaomi/mimo-v2-omni,1,2553,1,x-ai/grok-4.1-fast,True,False,False,Response is complete JSON blueprint engaging banner layout task with required elements and specs.
banner_request_400:model=xiaomi_mimo-v2-omni,modal_phase1c_n50_mmext,banner_request_400,xiaomi/mimo-v2-omni,2,2897,1,x-ai/grok-4.1-fast,True,False,False,"Produces structured JSON blueprint with matching elements, shapes for background, texts; truncated but meaningful."
esp_dataset:model=qwen_qwen3-vl-32b-instruct,modal_phase1c_n50_mmext,esp_dataset,qwen/qwen3-vl-32b-instruct,0,165,1,x-ai/grok-4.1-fast,True,False,False,"Response is a clear, concise news-style caption engaging image elements like clock tower and dusk scene."
esp_dataset:model=qwen_qwen3-vl-32b-instruct,modal_phase1c_n50_mmext,esp_dataset,qwen/qwen3-vl-32b-instruct,1,686,1,x-ai/grok-4.1-fast,True,False,False,Response is a coherent instruction-style description engaging the image prompt.
esp_dataset:model=qwen_qwen3-vl-32b-instruct,modal_phase1c_n50_mmext,esp_dataset,qwen/qwen3-vl-32b-instruct,2,489,1,x-ai/grok-4.1-fast,True,False,False,Response delivers a news-style caption describing the baseball image accurately.
esp_dataset:model=qwen_qwen-vl-max,modal_phase1c_n50_mmext,esp_dataset,qwen/qwen-vl-max,0,469,1,x-ai/grok-4.1-fast,True,False,False,"Response describes image in descriptive, news-like caption style, engaging prompt and content."
esp_dataset:model=qwen_qwen-vl-max,modal_phase1c_n50_mmext,esp_dataset,qwen/qwen-vl-max,1,437,1,x-ai/grok-4.1-fast,True,False,False,"Response describes image in instruction style, engaging prompt and visible elements like train, workers, and scenery."
esp_dataset:model=qwen_qwen-vl-max,modal_phase1c_n50_mmext,esp_dataset,qwen/qwen-vl-max,2,518,1,x-ai/grok-4.1-fast,True,False,False,"Response delivers a news-style description of the baseball image, directly engaging the prompt."
rebus_puzzle:model=anthropic_claude-sonnet-4.6,modal_phase1c_n50_mmext,rebus_puzzle,anthropic/claude-sonnet-4.6,0,606,1,x-ai/grok-4.1-fast,True,False,False,Valid JSON with answer and detailed rebus reasoning based on image.
rebus_puzzle:model=anthropic_claude-sonnet-4.6,modal_phase1c_n50_mmext,rebus_puzzle,anthropic/claude-sonnet-4.6,1,860,1,x-ai/grok-4.1-fast,True,False,False,JSON response with answer and detailed reasoning engaging rebus image (plane) and 'Stallion' text.
rebus_puzzle:model=anthropic_claude-sonnet-4.6,modal_phase1c_n50_mmext,rebus_puzzle,anthropic/claude-sonnet-4.6,2,635,1,x-ai/grok-4.1-fast,True,False,False,Provides JSON with answer and reasoning attempting to solve rebus puzzle from image.
esp_dataset:model=qwen_qwen3.5-flash-02-23,modal_phase1c_n50_mmext,esp_dataset,qwen/qwen3.5-flash-02-23,0,182,1,x-ai/grok-4.1-fast,True,False,False,Clear news-style caption directly describing the image.
esp_dataset:model=qwen_qwen3.5-flash-02-23,modal_phase1c_n50_mmext,esp_dataset,qwen/qwen3.5-flash-02-23,1,478,1,x-ai/grok-4.1-fast,True,False,False,Response is a coherent instruction-style description accurately engaging the image content.
esp_dataset:model=qwen_qwen3.5-flash-02-23,modal_phase1c_n50_mmext,esp_dataset,qwen/qwen3.5-flash-02-23,2,74,1,x-ai/grok-4.1-fast,True,False,False,Clear news-style caption accurately engages image of Yankees batter and crowd.
rebus_puzzle:model=z-ai_glm-5v-turbo,modal_phase1c_n50_mmext,rebus_puzzle,z-ai/glm-5v-turbo,0,1127,1,x-ai/grok-4.1-fast,True,False,False,Valid JSON with answer and reasoning directly engaging the rebus puzzle image.
rebus_puzzle:model=z-ai_glm-5v-turbo,modal_phase1c_n50_mmext,rebus_puzzle,z-ai/glm-5v-turbo,1,751,1,x-ai/grok-4.1-fast,True,False,False,Valid JSON response engages rebus puzzle by interpreting image (plane) and text (stallion).
rebus_puzzle:model=z-ai_glm-5v-turbo,modal_phase1c_n50_mmext,rebus_puzzle,z-ai/glm-5v-turbo,2,392,1,x-ai/grok-4.1-fast,True,False,False,Response is valid JSON engaging rebus puzzle with answer and reasoning.
puzzleworld:model=openai_gpt-4.1-mini,modal_phase1c_n50_mmext,puzzleworld,openai/gpt-4.1-mini,0,7368,0,x-ai/grok-4.1-fast,True,False,False,Detailed step-by-step puzzle-solving attempt ending in required format.
puzzleworld:model=openai_gpt-4.1-mini,modal_phase1c_n50_mmext,puzzleworld,openai/gpt-4.1-mini,1,7832,0,x-ai/grok-4.1-fast,True,False,False,"Response systematically attempts to solve puzzle equations step-by-step, producing meaningful content despite repetition and truncation."
puzzleworld:model=openai_gpt-4.1-mini,modal_phase1c_n50_mmext,puzzleworld,openai/gpt-4.1-mini,2,6740,0,x-ai/grok-4.1-fast,True,False,False,"Step-by-step puzzle solving engages task, ends with required Answer format."
artinsight:model=moonshotai_kimi-k2.6,modal_phase1c_n50_mmext,artinsight,moonshotai/kimi-k2.6,0,2697,1,x-ai/grok-4.1-fast,True,False,False,"Detailed, factual paragraph description engages prompt by objectively describing artwork elements."
artinsight:model=moonshotai_kimi-k2.6,modal_phase1c_n50_mmext,artinsight,moonshotai/kimi-k2.6,1,2334,1,x-ai/grok-4.1-fast,True,False,False,"Detailed, factual paragraph description engages artwork image and prompt fully."
artinsight:model=moonshotai_kimi-k2.6,modal_phase1c_n50_mmext,artinsight,moonshotai/kimi-k2.6,2,2065,1,x-ai/grok-4.1-fast,True,False,False,Detailed factual description in paragraphs engages image and prompt fully.
infochartqa:model=qwen_qwen3.5-flash-02-23,modal_phase1c_n50_mmext,infochartqa,qwen/qwen3.5-flash-02-23,0,5,1,x-ai/grok-4.1-fast,True,False,False,"Response gives numerical average value as prompted, engaging chart data."
infochartqa:model=qwen_qwen3.5-flash-02-23,modal_phase1c_n50_mmext,infochartqa,qwen/qwen3.5-flash-02-23,1,2,1,x-ai/grok-4.1-fast,True,False,False,"Response identifies a chart node as minimum value, directly engaging prompt."
infochartqa:model=qwen_qwen3.5-flash-02-23,modal_phase1c_n50_mmext,infochartqa,qwen/qwen3.5-flash-02-23,2,3,1,x-ai/grok-4.1-fast,True,False,False,Response is a direct 'Yes' answering the yes/no prompt as instructed.
infochartqa:model=openai_gpt-4o,modal_phase1c_n50_mmext,infochartqa,openai/gpt-4o,0,5,1,x-ai/grok-4.1-fast,True,False,False,"Response directly provides average percentage from chart, matching prompt instructions."
infochartqa:model=openai_gpt-4o,modal_phase1c_n50_mmext,infochartqa,openai/gpt-4o,1,11,1,x-ai/grok-4.1-fast,True,False,False,"Response names a chart node with its value, directly engaging the minimum value identification task."
infochartqa:model=openai_gpt-4o,modal_phase1c_n50_mmext,infochartqa,openai/gpt-4o,2,3,1,x-ai/grok-4.1-fast,True,False,False,Response 'No.' directly engages prompt's Yes/No requirement.
rebus_puzzle:model=anthropic_claude-opus-4.7,modal_phase1c_n50_mmext,rebus_puzzle,anthropic/claude-opus-4.7,0,363,1,x-ai/grok-4.1-fast,True,False,False,Clear JSON response engages rebus puzzle with answer and image-based reasoning.
rebus_puzzle:model=anthropic_claude-opus-4.7,modal_phase1c_n50_mmext,rebus_puzzle,anthropic/claude-opus-4.7,1,346,1,x-ai/grok-4.1-fast,True,False,False,Valid JSON with answer and reasoning engaging the rebus puzzle image and prompt.
rebus_puzzle:model=anthropic_claude-opus-4.7,modal_phase1c_n50_mmext,rebus_puzzle,anthropic/claude-opus-4.7,2,509,1,x-ai/grok-4.1-fast,True,False,False,Valid JSON with answer and detailed reasoning engaging the rebus puzzle task.
creation_mmbench:model=qwen_qwen3.5-397b-a17b,modal_phase1c_n50_mmext,creation_mmbench,qwen/qwen3.5-397b-a17b,0,3485,1,x-ai/grok-4.1-fast,True,False,False,Engages task by analyzing map-prompt mismatch and proposing solutions.
creation_mmbench:model=qwen_qwen3.5-397b-a17b,modal_phase1c_n50_mmext,creation_mmbench,qwen/qwen3.5-397b-a17b,1,5291,1,x-ai/grok-4.1-fast,True,False,False,"Detailed recipe matches image of ham fried rice, follows all prompt requirements precisely."
creation_mmbench:model=qwen_qwen3.5-397b-a17b,modal_phase1c_n50_mmext,creation_mmbench,qwen/qwen3.5-397b-a17b,2,725,1,x-ai/grok-4.1-fast,True,False,False,"Response is a coherent tweet promoting the Agent Laboratory project from the image, drawing attention and highlighting novelty."
mars:model=xiaomi_mimo-v2.5,modal_phase1c_n50_mmext,mars,xiaomi/mimo-v2.5,0,6,0,x-ai/grok-4.1-fast,True,False,False,Provides Q-code directly engaging analogy completion task.
mars:model=xiaomi_mimo-v2.5,modal_phase1c_n50_mmext,mars,xiaomi/mimo-v2.5,1,4,0,x-ai/grok-4.1-fast,True,False,False,"Provides Q ID in expected format for final analogy, engaging the task."
mars:model=xiaomi_mimo-v2.5,modal_phase1c_n50_mmext,mars,xiaomi/mimo-v2.5,2,4,0,x-ai/grok-4.1-fast,True,False,False,"Short response provides Wikidata ID matching pattern of prior answers, engaging the analogy task."
