model,dataset,n_items,mean_chars,empty_rate,short_rate,refusal_rate,repetitive_rate,audit_n,audit_on_task,audit_garbled,heur_issue,audit_issue,status
mistralai/mistral-small-3.1-24b-instruct,arena_hard_creative,50,1008.56,0.0,0.14,0.0,0.0,3.0,0.6666666666666666,0.3333333333333333,,,CLEAN
mistralai/mixtral-8x22b-instruct,arena_hard_creative,50,2671.16,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
mistralai/pixtral-large-2411,arena_hard_creative,50,2176.48,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
moonshotai/kimi-k2-0905,arena_hard_creative,200,1750.74,0.0,0.01,0.0,0.01,3.0,1.0,0.0,,,CLEAN
moonshotai/kimi-k2.5,arena_hard_creative,200,1311.665,0.0,0.01,0.0,0.03,3.0,1.0,0.0,,,CLEAN
moonshotai/kimi-k2.6,arena_hard_creative,50,3165.78,0.06,0.0,0.02,0.0,3.0,0.6666666666666666,0.0,,,CLEAN
morph/morph-v3-fast,arena_hard_creative,50,19108.4,0.0,0.06,0.0,0.08,3.0,0.0,0.6666666666666666,,on-task 0%; garbled 67%,AUDIT_ONLY
nex-agi/deepseek-v3.1-nex-n1,arena_hard_creative,50,2902.1,0.0,0.04,0.02,0.0,3.0,1.0,0.0,,,CLEAN
nousresearch/hermes-3-llama-3.1-405b,arena_hard_creative,50,1489.24,0.0,0.0,0.04,0.0,3.0,0.6666666666666666,0.3333333333333333,,,CLEAN
nousresearch/hermes-3-llama-3.1-70b,arena_hard_creative,50,5901.28,0.0,0.0,0.0,0.04,3.0,0.0,0.6666666666666666,,on-task 0%; garbled 67%,AUDIT_ONLY
nousresearch/hermes-4-405b,arena_hard_creative,50,1435.0,0.0,0.04,0.0,0.0,3.0,1.0,0.0,,,CLEAN
nousresearch/hermes-4-70b,arena_hard_creative,50,1709.06,0.0,0.02,0.0,0.0,3.0,1.0,0.0,,,CLEAN
nvidia/nemotron-3-nano-30b-a3b,arena_hard_creative,50,3562.9,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
nvidia/nemotron-3-super-120b-a12b,arena_hard_creative,50,3545.74,0.0,0.0,0.02,0.0,3.0,1.0,0.0,,,CLEAN
nvidia/nemotron-nano-12b-v2-vl,arena_hard_creative,50,2709.38,0.0,0.02,0.0,0.02,3.0,1.0,0.0,,,CLEAN
nvidia/nemotron-nano-9b-v2,arena_hard_creative,50,2819.84,0.0,0.02,0.0,0.0,3.0,1.0,0.0,,,CLEAN
openai/gpt-4.1,arena_hard_creative,50,2216.36,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
openai/gpt-4.1-mini,arena_hard_creative,50,1986.98,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
openai/gpt-4o,arena_hard_creative,50,2064.08,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
openai/gpt-4o-mini,arena_hard_creative,50,2119.72,0.04,0.02,0.0,0.0,3.0,1.0,0.0,,,CLEAN
openai/gpt-5.1,arena_hard_creative,50,3821.2,0.0,0.0,0.0,0.02,3.0,1.0,0.0,,,CLEAN
openai/gpt-5.4,arena_hard_creative,50,3601.5,0.0,0.02,0.0,0.0,3.0,1.0,0.0,,,CLEAN
openai/gpt-5.4-mini,arena_hard_creative,50,3192.92,0.0,0.02,0.02,0.0,6.0,1.0,0.0,,,CLEAN
openai/gpt-5.4-nano,arena_hard_creative,50,3463.76,0.0,0.02,0.0,0.0,3.0,1.0,0.0,,,CLEAN
openai/gpt-5.5,arena_hard_creative,50,3365.58,0.0,0.02,0.0,0.0,3.0,1.0,0.0,,,CLEAN
qwen/qwen-turbo,arena_hard_creative,50,2642.92,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
qwen/qwen3-14b,arena_hard_creative,50,2233.54,0.02,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
qwen/qwen3-next-80b-a3b-instruct,arena_hard_creative,50,3273.58,0.0,0.02,0.0,0.0,3.0,1.0,0.0,,,CLEAN
qwen/qwen3.5-flash-02-23,arena_hard_creative,50,3560.18,0.0,0.0,0.0,0.02,3.0,1.0,0.0,,,CLEAN
tencent/hunyuan-a13b-instruct,arena_hard_creative,50,2646.1,0.0,0.02,0.0,0.0,3.0,1.0,0.0,,,CLEAN
z-ai/glm-4.5v,arena_hard_creative,50,2919.7,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
z-ai/glm-4.6,arena_hard_creative,50,3619.48,0.0,0.02,0.0,0.0,3.0,1.0,0.0,,,CLEAN
z-ai/glm-4.7,arena_hard_creative,50,3364.98,0.0,0.02,0.0,0.0,3.0,1.0,0.0,,,CLEAN
z-ai/glm-5,arena_hard_creative,50,3229.76,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
z-ai/glm-5-turbo,arena_hard_creative,50,3660.78,0.0,0.02,0.0,0.0,3.0,1.0,0.0,,,CLEAN
z-ai/glm-5.1,arena_hard_creative,50,3755.72,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
ai21/jamba-large-1.7,arn,50,216.18,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
allenai/olmo-3.1-32b-instruct,arn,50,415.5,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
amazon/nova-2-lite-v1,arn,50,2573.38,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
amazon/nova-lite-v1,arn,50,551.76,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
amazon/nova-micro-v1,arn,50,460.2,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
amazon/nova-pro-v1,arn,50,789.7,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
anthropic/claude-3.7-sonnet,arn,50,522.3,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
anthropic/claude-haiku-4.5,arn,50,609.48,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
anthropic/claude-opus-4.5,arn,50,946.44,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
anthropic/claude-opus-4.6,arn,50,765.64,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
anthropic/claude-opus-4.6-fast,arn,50,864.92,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
anthropic/claude-opus-4.7,arn,50,309.5,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
anthropic/claude-sonnet-4,arn,50,515.02,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
anthropic/claude-sonnet-4.5,arn,50,840.9,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
anthropic/claude-sonnet-4.6,arn,50,469.98,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
arcee-ai/trinity-large-preview,arn,50,188.26,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
baidu/ernie-4.5-300b-a47b,arn,200,248.515,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
baidu/ernie-4.5-vl-424b-a47b,arn,200,292.14,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
deepcogito/cogito-v2.1-671b,arn,50,409.74,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
deepseek/deepseek-chat,arn,50,915.82,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
deepseek/deepseek-chat-v3-0324,arn,50,770.36,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
deepseek/deepseek-chat-v3.1,arn,50,239.8,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
deepseek/deepseek-v3.1-terminus,arn,50,223.78,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
deepseek/deepseek-v3.2,arn,200,221.175,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
deepseek/deepseek-v3.2-exp,arn,200,217.105,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
google/gemini-2.5-flash,arn,50,250.66,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
google/gemma-2-27b-it,arn,50,320.68,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
google/gemma-3-12b-it,arn,50,366.08,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
google/gemma-3-27b-it,arn,50,391.28,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
google/gemma-3-4b-it,arn,200,223.88,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
google/gemma-4-26b-a4b-it,arn,50,350.34,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
google/gemma-4-31b-it,arn,50,219.86,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
ibm-granite/granite-4.0-h-micro,arn,50,338.5,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
meta-llama/llama-3-8b-instruct,arn,50,299.58,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
meta-llama/llama-3.1-70b-instruct,arn,50,256.36,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
meta-llama/llama-3.1-8b-instruct,arn,50,282.92,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
meta-llama/llama-3.2-11b-vision-instruct,arn,50,276.06,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
meta-llama/llama-3.2-3b-instruct,arn,50,710.72,0.0,0.0,0.02,0.0,3.0,1.0,0.0,,,CLEAN
meta-llama/llama-3.3-70b-instruct,arn,200,286.08,0.0,0.0,0.0,0.005,3.0,1.0,0.0,,,CLEAN
meta-llama/llama-4-maverick,arn,50,1070.74,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
meta-llama/llama-4-scout,arn,200,317.66,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
minimax/minimax-01,arn,50,481.74,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
minimax/minimax-m2-her,arn,50,1364.72,0.0,0.0,0.0,0.0,3.0,1.0,0.3333333333333333,,,CLEAN
mistralai/ministral-8b-2512,arn,50,654.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
mistralai/mistral-large-2512,arn,50,443.92,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
mistralai/mistral-medium-3.1,arn,50,869.08,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
mistralai/mistral-nemo,arn,50,303.06,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
mistralai/mistral-small-3.1-24b-instruct,arn,50,12.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,,on-task 0%; garbled 100%,AUDIT_ONLY
mistralai/mixtral-8x22b-instruct,arn,50,229.24,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
mistralai/pixtral-large-2411,arn,200,299.78,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
moonshotai/kimi-k2-0905,arn,200,274.62,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
moonshotai/kimi-k2.5,arn,200,268.695,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
moonshotai/kimi-k2.6,arn,50,719.32,0.06,0.0,0.0,0.02,3.0,1.0,0.0,,,CLEAN
morph/morph-v3-fast,arn,50,934.98,0.0,0.0,0.0,0.0,3.0,0.3333333333333333,0.0,,on-task 33%,AUDIT_ONLY
nex-agi/deepseek-v3.1-nex-n1,arn,50,273.38,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
nousresearch/hermes-3-llama-3.1-405b,arn,50,268.9,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
nousresearch/hermes-3-llama-3.1-70b,arn,50,3489.44,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
nousresearch/hermes-4-405b,arn,50,280.82,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
nousresearch/hermes-4-70b,arn,50,368.66,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
nvidia/nemotron-3-nano-30b-a3b,arn,50,228.26,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
nvidia/nemotron-3-super-120b-a12b,arn,50,368.98,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
nvidia/nemotron-nano-12b-v2-vl,arn,50,273.76,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
nvidia/nemotron-nano-9b-v2,arn,50,221.82,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
openai/gpt-4.1,arn,50,440.82,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
openai/gpt-4.1-mini,arn,50,225.32,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
openai/gpt-4o,arn,50,274.46,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
openai/gpt-4o-mini,arn,50,240.32,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
openai/gpt-5.1,arn,50,243.4,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
openai/gpt-5.4,arn,50,219.34,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
openai/gpt-5.4-mini,arn,50,229.26,0.0,0.0,0.0,0.0,6.0,1.0,0.0,,,CLEAN
openai/gpt-5.4-nano,arn,50,377.44,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
openai/gpt-5.5,arn,50,252.66,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
qwen/qwen-turbo,arn,50,281.28,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
qwen/qwen3-14b,arn,50,503.96,0.06,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
qwen/qwen3-next-80b-a3b-instruct,arn,50,431.9,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
qwen/qwen3.5-flash-02-23,arn,50,299.88,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
tencent/hunyuan-a13b-instruct,arn,50,438.16,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
z-ai/glm-4.5v,arn,50,230.8,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
z-ai/glm-4.6,arn,50,201.64,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
z-ai/glm-4.7,arn,50,209.34,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
z-ai/glm-5,arn,50,279.28,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
z-ai/glm-5-turbo,arn,50,255.1,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
z-ai/glm-5.1,arn,50,271.54,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
ai21/jamba-large-1.7,brainteaser,50,1.3,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
allenai/olmo-3.1-32b-instruct,brainteaser,50,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
amazon/nova-2-lite-v1,brainteaser,50,5.7,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
amazon/nova-lite-v1,brainteaser,200,1.41,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
amazon/nova-micro-v1,brainteaser,50,9.66,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
amazon/nova-pro-v1,brainteaser,50,10.9,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
anthropic/claude-3.7-sonnet,brainteaser,50,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
anthropic/claude-haiku-4.5,brainteaser,50,3.82,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
anthropic/claude-opus-4.5,brainteaser,50,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
anthropic/claude-opus-4.6,brainteaser,50,2.0,0.0,0.98,0.0,0.0,3.0,1.0,0.0,,,CLEAN
anthropic/claude-opus-4.6-fast,brainteaser,50,2.12,0.0,0.98,0.0,0.0,3.0,1.0,0.0,,,CLEAN
anthropic/claude-opus-4.7,brainteaser,50,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
anthropic/claude-sonnet-4,brainteaser,50,9.08,0.0,0.98,0.0,0.0,3.0,1.0,0.0,,,CLEAN
anthropic/claude-sonnet-4.5,brainteaser,50,10.62,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
anthropic/claude-sonnet-4.6,brainteaser,50,1.94,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
arcee-ai/trinity-large-preview,brainteaser,50,15.78,0.0,0.84,0.0,0.0,3.0,0.0,1.0,,on-task 0%; garbled 100%,AUDIT_ONLY
baidu/ernie-4.5-300b-a47b,brainteaser,200,1.02,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
baidu/ernie-4.5-vl-424b-a47b,brainteaser,50,1.28,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
deepcogito/cogito-v2.1-671b,brainteaser,50,0.84,0.16,0.84,0.0,0.0,3.0,1.0,0.0,,,CLEAN
deepseek/deepseek-chat,brainteaser,50,12.36,0.0,0.44,0.0,0.0,3.0,0.3333333333333333,0.6666666666666666,,on-task 33%; garbled 67%,AUDIT_ONLY
deepseek/deepseek-chat-v3-0324,brainteaser,50,8.14,0.0,0.66,0.0,0.0,3.0,0.0,1.0,,on-task 0%; garbled 100%,AUDIT_ONLY
deepseek/deepseek-chat-v3.1,brainteaser,50,1.44,0.02,0.98,0.0,0.0,3.0,1.0,0.0,,,CLEAN
deepseek/deepseek-v3.1-terminus,brainteaser,50,2.4,0.0,0.98,0.0,0.0,3.0,1.0,0.0,,,CLEAN
deepseek/deepseek-v3.2,brainteaser,200,6.76,0.0,0.985,0.0,0.0,3.0,1.0,0.0,,,CLEAN
deepseek/deepseek-v3.2-exp,brainteaser,200,1.305,0.0,0.995,0.0,0.0,3.0,1.0,0.0,,,CLEAN
google/gemini-2.5-flash,brainteaser,50,1.04,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
google/gemma-2-27b-it,brainteaser,50,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
google/gemma-3-12b-it,brainteaser,50,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
google/gemma-3-27b-it,brainteaser,50,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
google/gemma-3-4b-it,brainteaser,50,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
google/gemma-4-26b-a4b-it,brainteaser,50,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
google/gemma-4-31b-it,brainteaser,50,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
ibm-granite/granite-4.0-h-micro,brainteaser,50,8.86,0.04,0.96,0.0,0.0,3.0,1.0,0.0,,,CLEAN
meta-llama/llama-3-8b-instruct,brainteaser,50,1.08,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
meta-llama/llama-3.1-70b-instruct,brainteaser,200,1.015,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
meta-llama/llama-3.1-8b-instruct,brainteaser,50,2.2,0.0,0.96,0.0,0.0,3.0,1.0,0.0,,,CLEAN
meta-llama/llama-3.2-11b-vision-instruct,brainteaser,50,1.32,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
meta-llama/llama-3.2-3b-instruct,brainteaser,50,2.34,0.0,0.96,0.0,0.0,3.0,0.6666666666666666,0.3333333333333333,,,CLEAN
meta-llama/llama-3.3-70b-instruct,brainteaser,200,1.655,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
meta-llama/llama-4-maverick,brainteaser,50,4.92,0.02,0.96,0.0,0.0,3.0,1.0,0.0,,,CLEAN
meta-llama/llama-4-scout,brainteaser,50,2.78,0.08,0.92,0.0,0.0,3.0,1.0,0.0,,,CLEAN
minimax/minimax-01,brainteaser,50,13.24,0.0,1.0,0.0,0.0,3.0,0.3333333333333333,0.3333333333333333,,on-task 33%,AUDIT_ONLY
minimax/minimax-m2-her,brainteaser,50,12.06,0.0,0.96,0.0,0.0,3.0,1.0,0.0,,,CLEAN
mistralai/ministral-8b-2512,brainteaser,50,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
mistralai/mistral-large-2512,brainteaser,50,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
mistralai/mistral-medium-3.1,brainteaser,50,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
mistralai/mistral-nemo,brainteaser,50,2.34,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
mistralai/mistral-small-3.1-24b-instruct,brainteaser,50,1.4,0.0,0.98,0.0,0.0,3.0,1.0,0.0,,,CLEAN
mistralai/mixtral-8x22b-instruct,brainteaser,50,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
mistralai/pixtral-large-2411,brainteaser,50,2.34,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
moonshotai/kimi-k2-0905,brainteaser,200,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
moonshotai/kimi-k2.5,brainteaser,200,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
moonshotai/kimi-k2.6,brainteaser,50,3.02,0.02,0.98,0.0,0.0,3.0,1.0,0.0,,,CLEAN
morph/morph-v3-fast,brainteaser,50,330.04,0.0,0.0,0.0,0.0,3.0,0.6666666666666666,0.0,,,CLEAN
nex-agi/deepseek-v3.1-nex-n1,brainteaser,50,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
nousresearch/hermes-3-llama-3.1-405b,brainteaser,50,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
nousresearch/hermes-3-llama-3.1-70b,brainteaser,50,11.8,0.0,0.98,0.0,0.0,3.0,1.0,0.0,,,CLEAN
nousresearch/hermes-4-405b,brainteaser,50,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
nousresearch/hermes-4-70b,brainteaser,200,1.045,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
nvidia/nemotron-3-nano-30b-a3b,brainteaser,50,15.62,0.0,1.0,0.0,0.0,3.0,0.0,0.3333333333333333,,on-task 0%,AUDIT_ONLY
nvidia/nemotron-3-super-120b-a12b,brainteaser,50,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
nvidia/nemotron-nano-12b-v2-vl,brainteaser,50,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
nvidia/nemotron-nano-9b-v2,brainteaser,50,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
openai/gpt-4.1,brainteaser,200,3.0,0.0,0.995,0.0,0.0,3.0,1.0,0.0,,,CLEAN
openai/gpt-4.1-mini,brainteaser,200,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
openai/gpt-4o,brainteaser,50,7.2,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
openai/gpt-4o-mini,brainteaser,50,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
openai/gpt-5.1,brainteaser,200,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
openai/gpt-5.4,brainteaser,200,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
openai/gpt-5.4-mini,brainteaser,200,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
openai/gpt-5.4-nano,brainteaser,200,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
openai/gpt-5.5,brainteaser,200,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
qwen/qwen-turbo,brainteaser,50,3.28,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
qwen/qwen3-14b,brainteaser,50,0.16,0.84,0.16,0.0,0.0,3.0,1.0,0.0,empty 84%,,HEURISTIC_ONLY
qwen/qwen3-next-80b-a3b-instruct,brainteaser,50,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
qwen/qwen3.5-flash-02-23,brainteaser,50,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
tencent/hunyuan-a13b-instruct,brainteaser,50,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
z-ai/glm-4.5v,brainteaser,50,20.98,0.04,0.14,0.0,0.0,3.0,0.3333333333333333,0.6666666666666666,,on-task 33%; garbled 67%,AUDIT_ONLY
z-ai/glm-4.6,brainteaser,50,1.22,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
z-ai/glm-4.7,brainteaser,50,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,empty 100%,,HEURISTIC_ONLY
z-ai/glm-5,brainteaser,50,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
z-ai/glm-5-turbo,brainteaser,50,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
z-ai/glm-5.1,brainteaser,50,3.08,0.0,0.98,0.0,0.0,3.0,0.6666666666666666,0.3333333333333333,,,CLEAN
ai21/jamba-large-1.7,c3_crosstalk,50,272.42,0.04,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
allenai/olmo-3.1-32b-instruct,c3_crosstalk,50,315.22,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
amazon/nova-2-lite-v1,c3_crosstalk,50,510.84,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
amazon/nova-lite-v1,c3_crosstalk,50,297.02,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
amazon/nova-micro-v1,c3_crosstalk,50,371.42,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
amazon/nova-pro-v1,c3_crosstalk,50,374.76,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
anthropic/claude-3.7-sonnet,c3_crosstalk,50,318.78,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
anthropic/claude-haiku-4.5,c3_crosstalk,50,265.72,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
anthropic/claude-opus-4.5,c3_crosstalk,50,247.88,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
anthropic/claude-opus-4.6,c3_crosstalk,50,295.92,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
anthropic/claude-opus-4.6-fast,c3_crosstalk,50,293.46,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
anthropic/claude-opus-4.7,c3_crosstalk,50,256.98,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
