scenario,model_id,run_suite,n_items,mean_chars,median_chars,min_chars,empty_rate,short_rate,refusal_rate,truncated_rate,finish_none_rate,repetitive_rate,fr_dist,path,n_flag_axes,flag
chinese_homophonic_puns,google_gemini-3.1-flash-lite-preview,direct_google_gemini_reset_textcore_v1__google_gemini_3_1_flash_lite_preview,200,2.815,3,1,0.0,1.0,0.0,0.0,0.0,0.0,{'stop': 200},direct_google_gemini_reset_textcore_v1__google_gemini_3_1_flash_lite_preview/chinese_homophonic_puns:model=google_gemini-3.1-flash-lite-preview/scenario_state.json,1,True
hummus,qwen_qwen3-vl-235b-a22b-instruct,openrouter_mm_promoted_scale_textcore_v1__openrouter_qwen_qwen3_vl_235b_a22b_instruct,200,8.015,6,5,0.0,0.995,0.0,0.0,0.0,0.0,{'stop': 200},openrouter_mm_promoted_scale_textcore_v1__openrouter_qwen_qwen3_vl_235b_a22b_instruct/hummus:model=qwen_qwen3-vl-235b-a22b-instruct/scenario_state.json,1,True
brainteaser,google_gemini-3.1-flash-lite-preview,direct_google_gemini_reset_textcore_v1__google_gemini_3_1_flash_lite_preview,200,0.0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,{'length': 200},direct_google_gemini_reset_textcore_v1__google_gemini_3_1_flash_lite_preview/brainteaser:model=google_gemini-3.1-flash-lite-preview/scenario_state.json,1,True
alpaca_eval_2,meta-llama_llama-3.3-70b-instruct,openrouter_text_promoted_scale_v1__openrouter_meta_llama_llama_3_3_70b_instruct,200,2007.21,2064,4,0.0,0.005,0.0,0.02,0.015,0.0,"{'length': 4, 'stop': 193, 'None': 3}",openrouter_text_promoted_scale_v1__openrouter_meta_llama_llama_3_3_70b_instruct/alpaca_eval_2:model=meta-llama_llama-3.3-70b-instruct/scenario_state.json,0,False
munch,mistralai_mistral-small-3.1-24b-instruct,openrouter_text_promoted_scale_v1__openrouter_mistralai_mistral_small_3_1_24b_instruct,200,1.0,1,1,0.0,1.0,0.0,0.0,1.0,0.0,{'None': 200},openrouter_text_promoted_scale_v1__openrouter_mistralai_mistral_small_3_1_24b_instruct/munch:model=mistralai_mistral-small-3.1-24b-instruct/scenario_state.json,2,True
future_ideas,qwen_qwen-2.5-7b-instruct,openrouter_text_promoted_scale_v1__openrouter_qwen_qwen_2_5_7b_instruct,200,4467.27,4376,2926,0.0,0.0,0.0,0.255,0.0,0.0,"{'stop': 149, 'length': 51}",openrouter_text_promoted_scale_v1__openrouter_qwen_qwen_2_5_7b_instruct/future_ideas:model=qwen_qwen-2.5-7b-instruct/scenario_state.json,0,False
esp_dataset,z-ai_glm-4.6v,openrouter_mm_promoted_scale_mmext_v1__openrouter_z_ai_glm_4_6v,200,329.825,272,66,0.0,0.0,0.0,0.0,1.0,0.0,{'None': 200},openrouter_mm_promoted_scale_mmext_v1__openrouter_z_ai_glm_4_6v/esp_dataset:model=z-ai_glm-4.6v/scenario_state.json,1,True
arena_hard_creative,qwen_qwen3-vl-8b-instruct,openrouter_mm_promoted_scale_textcore_v1__openrouter_qwen_qwen3_vl_8b_instruct,200,1476.19,1691,2,0.0,0.005,0.005,0.76,0.005,0.0,"{'stop': 47, 'length': 152, 'None': 1}",openrouter_mm_promoted_scale_textcore_v1__openrouter_qwen_qwen3_vl_8b_instruct/arena_hard_creative:model=qwen_qwen3-vl-8b-instruct/scenario_state.json,0,False
mars,xiaomi_mimo-v2-omni,openrouter_mm_promoted_scale_mmext_v1__openrouter_xiaomi_mimo_v2_omni,200,7.29,6,2,0.0,1.0,0.0,0.0,1.0,0.0,{'None': 200},openrouter_mm_promoted_scale_mmext_v1__openrouter_xiaomi_mimo_v2_omni/mars:model=xiaomi_mimo-v2-omni/scenario_state.json,2,True
data_narrative,mistralai_mistral-small-3.1-24b-instruct,openrouter_text_promoted_scale_v1__openrouter_mistralai_mistral_small_3_1_24b_instruct,200,117.555,114,2,0.0,0.26,0.0,0.0,1.0,0.0,{'None': 200},openrouter_text_promoted_scale_v1__openrouter_mistralai_mistral_small_3_1_24b_instruct/data_narrative:model=mistralai_mistral-small-3.1-24b-instruct/scenario_state.json,1,True
crowdcounter,mistralai_mistral-small-3.1-24b-instruct,openrouter_text_promoted_scale_v1__openrouter_mistralai_mistral_small_3_1_24b_instruct,200,182.075,181,135,0.0,0.0,0.0,0.0,1.0,0.0,{'None': 200},openrouter_text_promoted_scale_v1__openrouter_mistralai_mistral_small_3_1_24b_instruct/crowdcounter:model=mistralai_mistral-small-3.1-24b-instruct/scenario_state.json,1,True
slang_generation,mistralai_mistral-small-3.1-24b-instruct,openrouter_text_promoted_scale_v1__openrouter_mistralai_mistral_small_3_1_24b_instruct,200,164.395,163,94,0.0,0.0,0.0,0.0,0.015,0.0,"{'stop': 197, 'None': 3}",openrouter_text_promoted_scale_v1__openrouter_mistralai_mistral_small_3_1_24b_instruct/slang_generation:model=mistralai_mistral-small-3.1-24b-instruct/scenario_state.json,0,False
twistlist,bytedance-seed_seed-1.6,openrouter_text_promoted_scale_v1__openrouter_bytedance_seed_seed_1_6,200,293.27,278,0,0.015,0.0,0.0,0.0,0.015,0.0,"{'stop': 197, 'None': 3}",openrouter_text_promoted_scale_v1__openrouter_bytedance_seed_seed_1_6/twistlist:model=bytedance-seed_seed-1.6/scenario_state.json,0,False
geo_story,qwen_qwen3-vl-8b-instruct,openrouter_mm_promoted_scale_textcore_v1__openrouter_qwen_qwen3_vl_8b_instruct,200,2192.495,2205,1101,0.0,0.0,0.0,0.99,0.0,0.0,"{'length': 198, 'stop': 2}",openrouter_mm_promoted_scale_textcore_v1__openrouter_qwen_qwen3_vl_8b_instruct/geo_story:model=qwen_qwen3-vl-8b-instruct/scenario_state.json,0,False
yesbut,meta-llama_llama-4-scout,openrouter_mm_promoted_scale_mmext_v1__openrouter_meta_llama_llama_4_scout,200,514.4,512,97,0.0,0.0,0.0,0.0,1.0,0.0,{'None': 200},openrouter_mm_promoted_scale_mmext_v1__openrouter_meta_llama_llama_4_scout/yesbut:model=meta-llama_llama-4-scout/scenario_state.json,1,True
recombination_extraction,x-ai_grok-4.20,openrouter_mm_promoted_scale_textcore_v1__openrouter_x_ai_grok_4_20,200,1352.81,1363,1033,0.0,0.0,0.0,0.0,1.0,0.0,{'None': 200},openrouter_mm_promoted_scale_textcore_v1__openrouter_x_ai_grok_4_20/recombination_extraction:model=x-ai_grok-4.20/scenario_state.json,1,True
geo_story,google_gemini-2.5-flash,nearfrontier_v1__openrouter_google_gemini_2_5_flash,200,2277.78,2302,329,0.0,0.0,0.0,0.985,0.0,0.0,"{'length': 197, 'stop': 3}",nearfrontier_v1__openrouter_google_gemini_2_5_flash/geo_story:model=google_gemini-2.5-flash/scenario_state.json,0,False
graphrag_bench,nvidia_llama-3.3-nemotron-super-49b-v1.5,openrouter_text_promoted_scale_v1__openrouter_nvidia_llama_3_3_nemotron_super_49b_v1_5,200,570.11,643,0,0.25,0.005,0.0,0.925,0.0,0.0,"{'length': 185, 'stop': 15}",openrouter_text_promoted_scale_v1__openrouter_nvidia_llama_3_3_nemotron_super_49b_v1_5/graphrag_bench:model=nvidia_llama-3.3-nemotron-super-49b-v1.5/scenario_state.json,0,False
recombination_extraction,qwen_qwen-plus,openrouter_text_promoted_scale_v1__openrouter_qwen_qwen_plus,200,1236.425,1238,1081,0.0,0.0,0.0,0.0,1.0,0.0,{'None': 200},openrouter_text_promoted_scale_v1__openrouter_qwen_qwen_plus/recombination_extraction:model=qwen_qwen-plus/scenario_state.json,1,True
rebus_puzzle,amazon_nova-2-lite-v1,openrouter_mm_promoted_scale_mmext_v1__openrouter_amazon_nova_2_lite_v1,200,654.2,625,366,0.0,0.0,0.0,0.045,0.0,0.0,"{'stop': 191, 'length': 9}",openrouter_mm_promoted_scale_mmext_v1__openrouter_amazon_nova_2_lite_v1/rebus_puzzle:model=amazon_nova-2-lite-v1/scenario_state.json,0,False
llm4biohypogen_gpt35_seen,x-ai_grok-4.20,openrouter_mm_promoted_scale_textcore_v1__openrouter_x_ai_grok_4_20,200,843.35,845,623,0.0,0.0,0.0,0.0,0.0,0.0,{'stop': 200},openrouter_mm_promoted_scale_textcore_v1__openrouter_x_ai_grok_4_20/llm4biohypogen_gpt35_seen:model=x-ai_grok-4.20/scenario_state.json,0,False
crowdcounter,google_gemini-3.1-flash-lite-preview,direct_google_gemini_reset_textcore_v1__google_gemini_3_1_flash_lite_preview,200,237.235,237,157,0.0,0.0,0.0,0.765,0.0,0.0,"{'length': 153, 'stop': 47}",direct_google_gemini_reset_textcore_v1__google_gemini_3_1_flash_lite_preview/crowdcounter:model=google_gemini-3.1-flash-lite-preview/scenario_state.json,0,False
arena_hard_creative,qwen_qwen3-max-thinking,openrouter_text_promoted_scale_v1__openrouter_qwen_qwen3_max_thinking,200,1422.505,1635,41,0.0,0.0,0.0,0.655,0.01,0.0,"{'stop': 67, 'length': 131, 'None': 2}",openrouter_text_promoted_scale_v1__openrouter_qwen_qwen3_max_thinking/arena_hard_creative:model=qwen_qwen3-max-thinking/scenario_state.json,0,False
cpers,google_gemini-3.1-flash-lite-preview,direct_google_gemini_reset_textcore_v1__google_gemini_3_1_flash_lite_preview,200,109.905,119,80,0.0,0.0,0.0,0.0,0.0,0.0,{'stop': 200},direct_google_gemini_reset_textcore_v1__google_gemini_3_1_flash_lite_preview/cpers:model=google_gemini-3.1-flash-lite-preview/scenario_state.json,0,False
esp_dataset,amazon_nova-2-lite-v1,openrouter_mm_promoted_scale_mmext_v1__openrouter_amazon_nova_2_lite_v1,200,267.775,119,30,0.0,0.0,0.0,0.0,1.0,0.0,{'None': 200},openrouter_mm_promoted_scale_mmext_v1__openrouter_amazon_nova_2_lite_v1/esp_dataset:model=amazon_nova-2-lite-v1/scenario_state.json,1,True
brainteaser,deepseek_deepseek-v3.2-exp,openrouter_text_promoted_reset_v1__openrouter_deepseek_deepseek_v3_2_exp,200,1.305,1,1,0.0,0.995,0.0,0.02,0.0,0.0,"{'stop': 196, 'length': 4}",openrouter_text_promoted_reset_v1__openrouter_deepseek_deepseek_v3_2_exp/brainteaser:model=deepseek_deepseek-v3.2-exp/scenario_state.json,1,True
creation_mmbench,qwen_qwen3.5-27b,openrouter_mm_promoted_scale_mmext_v1__openrouter_qwen_qwen3_5_27b,200,3333.18,3269,583,0.0,0.0,0.0,0.0,0.0,0.005,{'stop': 200},openrouter_mm_promoted_scale_mmext_v1__openrouter_qwen_qwen3_5_27b/creation_mmbench:model=qwen_qwen3.5-27b/scenario_state.json,0,False
chinese_homophonic_puns,deepseek_deepseek-v3.2-exp,openrouter_text_promoted_reset_v1__openrouter_deepseek_deepseek_v3_2_exp,200,2.87,3,1,0.0,1.0,0.0,0.0,1.0,0.0,{'None': 200},openrouter_text_promoted_reset_v1__openrouter_deepseek_deepseek_v3_2_exp/chinese_homophonic_puns:model=deepseek_deepseek-v3.2-exp/scenario_state.json,2,True
fann_or_flop,moonshotai_kimi-k2-0905,openrouter_text_promoted_scale_v1__openrouter_moonshotai_kimi_k2_0905,200,2779.52,2779,455,0.0,0.0,0.0,0.935,0.0,0.165,"{'length': 187, 'stop': 13}",openrouter_text_promoted_scale_v1__openrouter_moonshotai_kimi_k2_0905/fann_or_flop:model=moonshotai_kimi-k2-0905/scenario_state.json,0,False
infochartqa,z-ai_glm-4.5v,openrouter_mm_promoted_scale_mmext_v1__openrouter_z_ai_glm_4_5v,200,31.12,5,1,0.0,0.765,0.0,0.0,1.0,0.005,{'None': 200},openrouter_mm_promoted_scale_mmext_v1__openrouter_z_ai_glm_4_5v/infochartqa:model=z-ai_glm-4.5v/scenario_state.json,1,True
future_ideas,moonshotai_kimi-k2-0905,openrouter_text_promoted_scale_v1__openrouter_moonshotai_kimi_k2_0905,200,3920.69,4055,0,0.005,0.0,0.0,0.355,0.0,0.0,"{'length': 71, 'stop': 129}",openrouter_text_promoted_scale_v1__openrouter_moonshotai_kimi_k2_0905/future_ideas:model=moonshotai_kimi-k2-0905/scenario_state.json,0,False
creation_mmbench,qwen_qwen3-vl-32b-instruct,openrouter_mm_promoted_reset_mmext_v1__openrouter_qwen_qwen3_vl_32b_instruct,200,3600.165,3637,304,0.0,0.0,0.045,0.0,0.0,0.0,{'stop': 200},openrouter_mm_promoted_reset_mmext_v1__openrouter_qwen_qwen3_vl_32b_instruct/creation_mmbench:model=qwen_qwen3-vl-32b-instruct/scenario_state.json,0,False
alpaca_eval_2,liquid_lfm-2-24b-a2b,openrouter_text_admission_scale_v1__openrouter_liquid_lfm_2_24b_a2b,200,1839.23,1672,4,0.0,0.01,0.0,0.05,0.0,0.0,"{'stop': 190, 'length': 10}",openrouter_text_admission_scale_v1__openrouter_liquid_lfm_2_24b_a2b/alpaca_eval_2:model=liquid_lfm-2-24b-a2b/scenario_state.json,0,False
slang_generation,qwen_qwen-vl-max,openrouter_mm_promoted_scale_textcore_v1__openrouter_qwen_qwen_vl_max,200,214.005,214,100,0.0,0.0,0.0,0.0,0.005,0.0,"{'stop': 199, 'None': 1}",openrouter_mm_promoted_scale_textcore_v1__openrouter_qwen_qwen_vl_max/slang_generation:model=qwen_qwen-vl-max/scenario_state.json,0,False
data_narrative,google_gemini-3.1-flash-lite-preview,direct_google_gemini_reset_textcore_v1__google_gemini_3_1_flash_lite_preview,200,807.82,806,495,0.0,0.0,0.0,0.0,0.0,0.0,{'stop': 200},direct_google_gemini_reset_textcore_v1__google_gemini_3_1_flash_lite_preview/data_narrative:model=google_gemini-3.1-flash-lite-preview/scenario_state.json,0,False
yesbut,qwen_qwen-vl-max,openrouter_mm_promoted_scale_mmext_v1__openrouter_qwen_qwen_vl_max,200,204.98,205,85,0.0,0.0,0.0,0.0,1.0,0.0,{'None': 200},openrouter_mm_promoted_scale_mmext_v1__openrouter_qwen_qwen_vl_max/yesbut:model=qwen_qwen-vl-max/scenario_state.json,1,True
unfun_corpus,thedrummer_rocinante-12b,openrouter_text_promoted_scale_v1__openrouter_thedrummer_rocinante_12b,200,74.145,62,24,0.0,0.0,0.0,0.0,1.0,0.0,{'None': 200},openrouter_text_promoted_scale_v1__openrouter_thedrummer_rocinante_12b/unfun_corpus:model=thedrummer_rocinante-12b/scenario_state.json,1,True
pollux_creativity,meta-llama_llama-3.3-70b-instruct,openrouter_text_promoted_scale_v1__openrouter_meta_llama_llama_3_3_70b_instruct,200,1278.27,1465,41,0.0,0.0,0.0,0.52,0.01,0.0,"{'stop': 94, 'length': 104, 'None': 2}",openrouter_text_promoted_scale_v1__openrouter_meta_llama_llama_3_3_70b_instruct/pollux_creativity:model=meta-llama_llama-3.3-70b-instruct/scenario_state.json,0,False
lcc_metaphor,thedrummer_rocinante-12b,openrouter_text_promoted_scale_v1__openrouter_thedrummer_rocinante_12b,200,64.26,65,49,0.0,0.0,0.0,0.0,1.0,0.0,{'None': 200},openrouter_text_promoted_scale_v1__openrouter_thedrummer_rocinante_12b/lcc_metaphor:model=thedrummer_rocinante-12b/scenario_state.json,1,True
outline_to_story,google_gemini-3.1-flash-lite-preview,big_g_google_launch_v3__google_gemini_3_1_flash_lite_preview,200,2524.225,2366,487,0.0,0.0,0.0,0.025,0.0,0.0,"{'stop': 195, 'length': 5}",big_g_google_launch_v3__google_gemini_3_1_flash_lite_preview/outline_to_story:model=google_gemini-3.1-flash-lite-preview/scenario_state.json,0,False
creatset,google_gemini-3.1-flash-lite-preview,direct_google_gemini_reset_textcore_v1__google_gemini_3_1_flash_lite_preview,200,476.07,559,9,0.0,0.04,0.0,0.45,0.0,0.0,"{'length': 90, 'stop': 110}",direct_google_gemini_reset_textcore_v1__google_gemini_3_1_flash_lite_preview/creatset:model=google_gemini-3.1-flash-lite-preview/scenario_state.json,0,False
munch,thedrummer_rocinante-12b,openrouter_text_promoted_scale_v1__openrouter_thedrummer_rocinante_12b,200,8.955,1,1,0.0,0.665,0.0,0.0,1.0,0.0,{'None': 200},openrouter_text_promoted_scale_v1__openrouter_thedrummer_rocinante_12b/munch:model=thedrummer_rocinante-12b/scenario_state.json,1,True
amuse_chord_generation,google_gemini-3.1-flash-lite-preview,direct_google_gemini_reset_textcore_v1__google_gemini_3_1_flash_lite_preview,200,556.335,555,329,0.0,0.0,0.0,0.0,0.0,0.005,{'stop': 200},direct_google_gemini_reset_textcore_v1__google_gemini_3_1_flash_lite_preview/amuse_chord_generation:model=google_gemini-3.1-flash-lite-preview/scenario_state.json,0,False
scar,deepseek_deepseek-v3.2,openrouter_text_promoted_reset_v1__openrouter_deepseek_deepseek_v3_2,200,114.925,96,46,0.0,0.0,0.0,0.0,0.0,0.0,{'stop': 200},openrouter_text_promoted_reset_v1__openrouter_deepseek_deepseek_v3_2/scar:model=deepseek_deepseek-v3.2/scenario_state.json,0,False
esp_dataset,qwen_qwen3.5-27b,openrouter_mm_promoted_scale_mmext_v1__openrouter_qwen_qwen3_5_27b,200,384.98,330,27,0.0,0.0,0.0,0.0,1.0,0.0,{'None': 200},openrouter_mm_promoted_scale_mmext_v1__openrouter_qwen_qwen3_5_27b/esp_dataset:model=qwen_qwen3.5-27b/scenario_state.json,1,True
crowdcounter,deepseek_deepseek-v3.2,openrouter_text_promoted_reset_v1__openrouter_deepseek_deepseek_v3_2,200,168.155,181,30,0.0,0.0,0.005,0.0,1.0,0.0,{'None': 200},openrouter_text_promoted_reset_v1__openrouter_deepseek_deepseek_v3_2/crowdcounter:model=deepseek_deepseek-v3.2/scenario_state.json,1,True
humor_transfer,deepseek_deepseek-v3.2,openrouter_text_promoted_reset_v1__openrouter_deepseek_deepseek_v3_2,200,40.325,25,5,0.0,0.37,0.0,0.0,1.0,0.0,{'None': 200},openrouter_text_promoted_reset_v1__openrouter_deepseek_deepseek_v3_2/humor_transfer:model=deepseek_deepseek-v3.2/scenario_state.json,1,True
geo_story,meta-llama_llama-3.3-70b-instruct,openrouter_text_promoted_scale_v1__openrouter_meta_llama_llama_3_3_70b_instruct,200,2368.03,2373,613,0.0,0.0,0.0,0.93,0.01,0.0,"{'length': 186, 'stop': 12, 'None': 2}",openrouter_text_promoted_scale_v1__openrouter_meta_llama_llama_3_3_70b_instruct/geo_story:model=meta-llama_llama-3.3-70b-instruct/scenario_state.json,0,False
yesbut,qwen_qwen3.5-27b,openrouter_mm_promoted_scale_mmext_v1__openrouter_qwen_qwen3_5_27b,200,227.565,221,131,0.0,0.0,0.0,0.0,1.0,0.0,{'None': 200},openrouter_mm_promoted_scale_mmext_v1__openrouter_qwen_qwen3_5_27b/yesbut:model=qwen_qwen3.5-27b/scenario_state.json,1,True
irfl,meta-llama_llama-4-scout,openrouter_mm_promoted_scale_mmext_v1__openrouter_meta_llama_llama_4_scout,200,2.115,1,0,0.045,0.92,0.0,0.035,0.0,0.0,"{'stop': 193, 'length': 7}",openrouter_mm_promoted_scale_mmext_v1__openrouter_meta_llama_llama_4_scout/irfl:model=meta-llama_llama-4-scout/scenario_state.json,1,True
puntuguese,baidu_ernie-4.5-300b-a47b,openrouter_text_promoted_scale_v1__openrouter_baidu_ernie_4_5_300b_a47b,200,3.2,2,2,0.0,1.0,0.0,0.3,0.0,0.0,"{'stop': 140, 'length': 60}",openrouter_text_promoted_scale_v1__openrouter_baidu_ernie_4_5_300b_a47b/puntuguese:model=baidu_ernie-4.5-300b-a47b/scenario_state.json,1,True
arn,deepseek_deepseek-v3.2-exp,openrouter_text_promoted_reset_v1__openrouter_deepseek_deepseek_v3_2_exp,200,217.105,214,125,0.0,0.0,0.0,0.025,0.0,0.0,"{'length': 5, 'stop': 195}",openrouter_text_promoted_reset_v1__openrouter_deepseek_deepseek_v3_2_exp/arn:model=deepseek_deepseek-v3.2-exp/scenario_state.json,0,False
balancecc_prompt_generation,deepseek_deepseek-v3.2-exp,openrouter_text_promoted_reset_v1__openrouter_deepseek_deepseek_v3_2_exp,200,164.435,159,65,0.0,0.0,0.0,0.0,1.0,0.0,{'None': 200},openrouter_text_promoted_reset_v1__openrouter_deepseek_deepseek_v3_2_exp/balancecc_prompt_generation:model=deepseek_deepseek-v3.2-exp/scenario_state.json,1,True
llm4biohypogen_gpt35_seen,deepseek_deepseek-v3.2,openrouter_text_promoted_reset_v1__openrouter_deepseek_deepseek_v3_2,200,541.25,540,167,0.0,0.0,0.0,0.0,0.0,0.0,{'stop': 200},openrouter_text_promoted_reset_v1__openrouter_deepseek_deepseek_v3_2/llm4biohypogen_gpt35_seen:model=deepseek_deepseek-v3.2/scenario_state.json,0,False
puntuguese,amazon_nova-premier-v1,openrouter_mm_promoted_scale_textcore_v1__openrouter_amazon_nova_premier_v1,200,5.86,6,4,0.0,1.0,0.0,1.0,0.0,0.0,{'length': 200},openrouter_mm_promoted_scale_textcore_v1__openrouter_amazon_nova_premier_v1/puntuguese:model=amazon_nova-premier-v1/scenario_state.json,1,True
music_theory_bench,google_gemini-3.1-flash-lite-preview,big_g_google_launch_v3__google_gemini_3_1_flash_lite_preview,200,0.0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,{'length': 200},big_g_google_launch_v3__google_gemini_3_1_flash_lite_preview/music_theory_bench:model=google_gemini-3.1-flash-lite-preview/scenario_state.json,1,True
llm4biohypogen_gpt35_unseen,baidu_ernie-4.5-300b-a47b,openrouter_text_promoted_scale_v1__openrouter_baidu_ernie_4_5_300b_a47b,200,228.405,215,109,0.0,0.0,0.0,0.0,0.0,0.0,{'stop': 200},openrouter_text_promoted_scale_v1__openrouter_baidu_ernie_4_5_300b_a47b/llm4biohypogen_gpt35_unseen:model=baidu_ernie-4.5-300b-a47b/scenario_state.json,0,False
creativemath,google_gemini-3.1-flash-lite-preview,big_g_google_launch_v3__google_gemini_3_1_flash_lite_preview,200,2239.985,2190,1193,0.0,0.0,0.0,0.205,0.0,0.0,"{'stop': 159, 'length': 41}",big_g_google_launch_v3__google_gemini_3_1_flash_lite_preview/creativemath:model=google_gemini-3.1-flash-lite-preview/scenario_state.json,0,False
slang_generation,qwen_qwen2.5-vl-72b-instruct,openrouter_text_promoted_scale_v1__openrouter_qwen_qwen2_5_vl_72b_instruct,200,177.665,171,106,0.0,0.0,0.0,0.0,0.0,0.0,{'stop': 200},openrouter_text_promoted_scale_v1__openrouter_qwen_qwen2_5_vl_72b_instruct/slang_generation:model=qwen_qwen2.5-vl-72b-instruct/scenario_state.json,0,False
arn,mistralai_pixtral-large-2411,openrouter_text_promoted_scale_v1__openrouter_mistralai_pixtral_large_2411,200,299.78,302,170,0.0,0.0,0.0,0.82,0.0,0.0,"{'stop': 36, 'length': 164}",openrouter_text_promoted_scale_v1__openrouter_mistralai_pixtral_large_2411/arn:model=mistralai_pixtral-large-2411/scenario_state.json,0,False
proparalogy,amazon_nova-premier-v1,openrouter_mm_promoted_scale_textcore_v1__openrouter_amazon_nova_premier_v1,200,4.0,4,2,0.0,1.0,0.0,0.935,0.0,0.0,"{'length': 187, 'stop': 13}",openrouter_mm_promoted_scale_textcore_v1__openrouter_amazon_nova_premier_v1/proparalogy:model=amazon_nova-premier-v1/scenario_state.json,1,True
critics_story,google_gemini-3.1-flash-lite-preview,big_g_google_launch_v3__google_gemini_3_1_flash_lite_preview,200,1431.92,1484,0,0.005,0.0,0.0,0.0,0.005,0.0,"{'stop': 199, 'None': 1}",big_g_google_launch_v3__google_gemini_3_1_flash_lite_preview/critics_story:model=google_gemini-3.1-flash-lite-preview/scenario_state.json,0,False
moh_x,amazon_nova-premier-v1,openrouter_mm_promoted_scale_textcore_v1__openrouter_amazon_nova_premier_v1,200,3.51,4,3,0.0,1.0,0.0,0.0,1.0,0.0,{'None': 200},openrouter_mm_promoted_scale_textcore_v1__openrouter_amazon_nova_premier_v1/moh_x:model=amazon_nova-premier-v1/scenario_state.json,2,True
slang_generation,baidu_ernie-4.5-300b-a47b,openrouter_text_promoted_scale_v1__openrouter_baidu_ernie_4_5_300b_a47b,200,194.065,187,131,0.0,0.0,0.0,0.0,0.0,0.0,{'stop': 200},openrouter_text_promoted_scale_v1__openrouter_baidu_ernie_4_5_300b_a47b/slang_generation:model=baidu_ernie-4.5-300b-a47b/scenario_state.json,0,False
chinese_homophonic_puns,amazon_nova-premier-v1,openrouter_mm_promoted_scale_textcore_v1__openrouter_amazon_nova_premier_v1,200,3.24,3,1,0.0,1.0,0.0,0.0,1.0,0.0,{'None': 200},openrouter_mm_promoted_scale_textcore_v1__openrouter_amazon_nova_premier_v1/chinese_homophonic_puns:model=amazon_nova-premier-v1/scenario_state.json,2,True
