entity_type,entity_id,task,prompt_id,response,agc_judge_score,agc_judge_raw
human,human_010,AUT,0,use for weights when exercising; strap to feet to make you taller and exercise your legs; sculpture; small table; micro garden; yoga blocks; ash tray,30,30
human,human_009,Story,4,"there was a man that lived in the woods that legend said could make shoes that could walk on any path. timmy wanted to walk on water, so he sought the man out. after a few years, he finally found the man in the forest. he asked the man if he could make his shoes that walk on water. the man handed him a pair of shoes and told him that they could walk on water, but only if nobody was wearing them.",30,30
human,human_009,Story,2,"a family of ducks were trapped at the edge of a cliff. a young boy saw this and decided to help. he build a bridge that went over a small river underneath them. using this, the ducks were able to cross the large cliff and get to the other side.",20,20
human,human_010,Design,2,self driving car lanes; Use AI to detect the best routes in real time to prevent congestion; cars that detect speed of other cars to maintain the same distance; flexible roads that can change depending on traffic,30,30
human,human_010,AUT,2,measuring device; finger splint; pole for a small plant; makeshift sundial; fidget tool; spool for thread; costume prop,30,30
human,human_010,AUT,3,hat; step ladder; Planter; Portable art studio for keeping art supplies; A drum or instrument; A fish tank; use for a game where you thrown things in it; use instead of a kettle bell,30,30
human,human_010,AUT,4,sock puppet; gloves; phone pouch; heat pack using rice filling; duster; use as a throwing toy in a battle with others,30,30
human,human_010,Design,1,exoskeleton; stair lifts; normal lifts,20,20
human,human_010,AUT,1,"applying paint; as part of an instrument, use to hit other things; use to apply grout for DIY; mini mirror",25,25
human,human_010,Design,0,smart glasses that show important taks; auto detection of location that informs of specific tasks relating to that location; Periodic remiders from smart speakers about tasks that need performing; brain chips,30,30
human,human_010,Design,3,"Make solar panels part of all buildings; Create a form of paint that acts like solar panels; Have wind turbines on the sides of roads, especially motorways; create kinetic flooring that creates energy when people walk on it",35,35
human,human_010,Metaphor,0,pushing me  like a todler that wants,20,20
human,human_010,Metaphor,6,hot,15,15
human,human_010,Metaphor,8,black as my socks,15,15
human,human_010,SCTT,3,Is the chemistry of this environment the same as in our galaxy; How does its position relative to other bodies influence its climate; Could life evolve using,20,20
human,human_010,Design,4,modern aqueducts; Treatment processing of river water; underground resevoirs,25,25
human,human_010,Metaphor,1,fluffy like a cat,20,20
human,human_010,SCTT,2,what is the meaning of life; Are you conscious; Do you dream; define self,20,20
human,human_010,SCTT,0,They are being destroyed by aliens; Dark matter is obscuring them; Interstallar dust is clouding them; They are being blocked by an experiement; a s,20,20
human,human_010,Metaphor,3,clear as my arguments,20,20
human,human_010,Story,0,"the man picked up his pen and began to draw on the paper. the first attempt was poor so he screwed it up and discarded it.  ""just write a large o"" he thought and this time he formed a perfect circle. ""too small"" he said and tore it up.",20,20
human,human_010,Story,1,"peter could not open the door. he tried turning the handle, no luck. he tried kicking it, nothing. ""maybe if i use this key"" he thought.",15,15
human,human_010,SCTT,4,"How does this affect brain structure; how do they process thoughts? Is it in images, gestures or something else?; Does the lack of verbal communication enhance other senses; How do they communicate cultural knowledge and history",30,30
human,human_010,Story,2,"it was a tricky problem, how to bridge the gap between the rive and his house. maybe using this wood could help he thought. after fasioning a cross shape structure, he manoevered it into position. perect, he thought, now everything is perfect.",20,20
human,human_011,Metaphor,6,a passage through time,30,30
human,human_011,Metaphor,0,howling,15,15
human,human_010,SCTT,1,one lake is deeper than the other; the biodiversity in one lake is different to the other; There are geo thermal in one,25,25
human,human_011,Story,0,the boy was asked toget a pen and paper and write down his emotions,15,15
human,human_011,Metaphor,3,like looking into the future,25,25
human,human_010,Story,4,"the path was made of stone. he didn't like stone. when walking on stone it hurt his feer. ""maybe if i make the path out of something else it will not hurt my feet"" he exclaimed. after an hours work he created his idea path out of a shoe.",25,25
human,human_010,Story,3,"the room was sparce with very few pieces of furniture. a large mirror hanging on the wall provided the most significant focal point. however, no matter how hard he tried he was unable to see the back of his head. looking at his face was an unwelcome distraction.",25,25
